sentiment,text
pos,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography ."
pos,a dashing and absorbing outing with one of france's most inventive directors .
pos, . . . there are enough moments of heartbreaking honesty to keep one glued to the screen .
neg,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .
neg," . . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world ."
neg,obviou
pos,features one of the most affecting depictions of a love affair ever committed to film .
neg,i loved looking at this movie . i just didn't care as much for the story .
neg,"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original ."
pos,"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love ."
neg,exactly what you'd expect from a guy named kaos .
pos,"despite its flaws , crazy as hell marks an encouraging new direction for la salle ."
pos,it's refreshing to see a romance this smart .
pos,"the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers ."
neg,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another .
neg," a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason ."
neg,despite some gulps the film is a fuzzy huggy .
neg,"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl ."
pos,"despite the predictable parent vs . child coming-of-age theme , first-class , natural acting and a look at "" the real americans "" make this a charmer ."
pos,even the digressions are funny .
pos,reign of fire looks as if it was made without much thought -- and is best watched that way .
pos,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years ."
neg,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions ."
neg,"the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks ."
neg,"when the fire burns out , we've only come face-to-face with a couple dragons and that's where the film ultimately fails ."
pos,"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones ."
pos,director rob marshall went out gunning to make a great one .
neg,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold ."
pos,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one ."
neg,"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movi"
pos,"it made me want to get made-up and go see this movie with my sisters . i thought the relationships were wonderful , the comedy was funny , and the love 'real' ."
neg,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging ."
pos,"it may not be a great piece of filmmaking , but its power comes from its soul's-eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case ."
pos,a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .
neg,"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you don't care who fires the winning shot ."
neg,feels familiar and tired .
neg," . . . with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that won't stand the test of time . it's a trifle ."
neg," . . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks ."
neg,"it could have been something special , but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms , and mira sorvino's limitations as a classical actress ."
